"Date
Time",,"Report
Number",County,,City,,,,Agency,,"Weather
Lighting",,Roadway,"Contributing
Circumstances",,"Injury
Severity",Citation,,Sobriety,,
"11/1/2020
2:52:00 PM",,EA76860,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Center-Two Way Left Turn Lane
Straight & Grade
Blacktop
Wet",Operating Defective Equipment,,,Yes,,,,
"11/1/2020
4:45:00 PM",,EA76859,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Other
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/1/2020
4:45:00 PM",,EA76859,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Other
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Unknown,,,,
"11/1/2020
5:14:00 PM",,EA82854,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/1/2020
5:14:00 PM",,EA82854,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Yes,,,,
"11/1/2020
11:10:00 PM",,EA77058,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Under Influence of Alcohol,,,Yes,,,,
"11/1/2020
11:10:00 PM",,EA77058,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/2/2020
12:50:00 AM",,EA77148,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry","Apparently Emotional (Depressed, Angry, Disturbed, etc.)",,,Unknown,,,,
"11/2/2020
6:52:00 AM",,EA78546,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dawn",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Distractions Outside Vehicle,,,Yes,,,,
"11/2/2020
7:44:00 AM",,EA76996,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/2/2020
7:44:00 AM",,EA76996,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
8:29:00 AM",,EA77136,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/2/2020
8:29:00 AM",,EA77136,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
9:33:00 AM",,EA77787,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Daylight",,"Two Way - Divided, no Barrier
Curve & Grade
Blacktop
Oil",Lost in Thought / Day Dreaming,,,Yes,,,,
"11/2/2020
9:33:00 AM",,EA77787,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Daylight",,"Two Way - Divided, no Barrier
Curve & Grade
Blacktop
Oil",None,,,Unknown,,,,
"11/2/2020
10:30:00 AM",,EA77097,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/2/2020
11:18:00 AM",,EA77311,Pierce,,Tacoma,,,,State Patrol,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Improper Turn/Merge,,,Yes,,,,
"11/2/2020
11:18:00 AM",,EA77311,Pierce,,Tacoma,,,,State Patrol,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
3:00:00 PM",,EA77887,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Other
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/2/2020
3:00:00 PM",,EA77887,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Other
Straight & Level
Blacktop
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/2/2020
3:42:00 PM",,EA77225,Pierce,,Tacoma,,,,State Patrol,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/2/2020
3:42:00 PM",,EA77225,Pierce,,Tacoma,,,,State Patrol,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
3:50:00 PM",,EA77200,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/2/2020
3:50:00 PM",,EA77200,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/2/2020
3:50:00 PM",,EA77200,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
4:00:00 PM",,EA77137,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Dusk",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
4:00:00 PM",,EA77137,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Dusk",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Under Influence of Alcohol,,,Unknown,,,,
"11/2/2020
4:10:00 PM",,EA77171,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/2/2020
4:10:00 PM",,EA77171,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Concrete
Dry",Unknown Distraction,,,Unknown,,,,
"11/2/2020
5:10:00 PM",,EA81611,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Disregard Traffic Sign and Signals,,,Unknown,,,,
"11/2/2020
5:10:00 PM",,EA81611,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
5:30:00 PM",,EA77201,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Dawn",,"Two Way - Undivided
Straight & Grade
Concrete
Wet",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/2/2020
5:45:00 PM",,EA77433,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Center-Two Way Left Turn Lane
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
5:45:00 PM",,EA77433,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Center-Two Way Left Turn Lane
Straight & Level
Concrete
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/2/2020
6:03:00 PM",,EA78733,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Curve & Level
Blacktop
Sand/Mud/Dirt",None,,,Unknown,,,,
"11/2/2020
6:03:00 PM",,EA78733,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Curve & Level
Blacktop
Sand/Mud/Dirt","Under Influence of Alcohol, Follow Too Closely",,,Yes,,,,
"11/2/2020
6:45:00 PM",,EA77145,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Concrete
Dry",None,,,Yes,,,,
"11/2/2020
6:45:00 PM",,EA77145,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/2/2020
7:19:00 PM",,EA77170,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Driveway
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/2/2020
7:19:00 PM",,EA77170,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Center-Two Way Left Turn Lane
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/2/2020
8:47:00 PM",,EA78629,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-No Street Lights",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry","Exceeding Reas. Safe Speed, Follow Too Closely",,,Yes,,,,
"11/2/2020
8:47:00 PM",,EA78629,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-No Street Lights",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
12:13:00 AM",,EA77202,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Unknown,,,,
"11/3/2020
12:13:00 AM",,EA77202,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/3/2020
6:44:00 AM",,EA80113,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dawn",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
6:44:00 AM",,EA80113,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dawn",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/3/2020
8:30:00 AM",,EA78284,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
8:30:00 AM",,EA78284,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/3/2020
8:52:00 AM",,EA77901,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Interchange Ramp
Straight & Grade
Blacktop
Wet",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
8:52:00 AM",,EA77901,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Interchange Ramp
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/3/2020
9:19:00 AM",,EA77581,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"One Way
Straight & Level
Concrete
Dry",None,,,Yes,,,,
"11/3/2020
9:19:00 AM",,EA77581,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Straight & Level
Concrete
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/3/2020
9:46:00 AM",,EA77423,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/3/2020
9:46:00 AM",,EA77423,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",Disregard Traffic Sign and Signals,,,Yes,,,,
"11/3/2020
10:08:00 AM",,EA77422,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
10:08:00 AM",,EA77422,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/3/2020
10:15:00 AM",,EA77421,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Grade
Concrete
Wet",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/3/2020
10:15:00 AM",,EA77421,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Grade
Concrete
Wet",None,,,Unknown,,,,
"11/3/2020
10:50:00 AM",,EA79844,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
10:50:00 AM",,EA79844,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
12:12:00 PM",,EA77579,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Grade
Blacktop
Wet",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
12:25:00 PM",,EA77772,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
12:31:00 PM",,EA79845,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Interchange Ramp
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Unknown,,,,
"11/3/2020
12:45:00 PM",,EA78055,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Other Distractions,,,Unknown,,,,
"11/3/2020
12:45:00 PM",,EA78055,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
1:55:00 PM",,EA78054,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Other
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/3/2020
1:55:00 PM",,EA78054,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Other
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/3/2020
2:50:00 PM",,EA77489,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Curve & Grade
Blacktop
Oil",None,,,Unknown,,,,
"11/3/2020
2:50:00 PM",,EA77489,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Curve & Grade
Blacktop
Oil",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
3:00:00 PM",,EA79343,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/3/2020
3:05:00 PM",,EA81708,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
3:05:00 PM",,EA81708,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/3/2020
3:10:00 PM",,EA77583,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
3:10:00 PM",,EA77583,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
3:53:00 PM",,EA77897,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
3:53:00 PM",,EA77897,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
4:28:00 PM",,EA79301,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
4:28:00 PM",,EA79301,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/3/2020
4:30:00 PM",,EA78053,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/3/2020
4:30:00 PM",,EA78053,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Yes,,,,
"11/3/2020
4:30:00 PM",,EA78053,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
4:45:00 PM",,EA77928,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
4:45:00 PM",,EA77928,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Unknown,,,,
"11/3/2020
5:02:00 PM",,EB03958,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
5:02:00 PM",,EB03958,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
5:27:00 PM",,EA77503,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Improper Turn/Merge,,,Yes,,,,
"11/3/2020
5:27:00 PM",,EA77503,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
5:38:00 PM",,EA77521,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
5:38:00 PM",,EA77521,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/3/2020
5:45:00 PM",,EA77770,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
5:45:00 PM",,EA77770,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/3/2020
6:26:00 PM",,EA81032,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-No Street Lights",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
6:26:00 PM",,EA81032,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-No Street Lights",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Non Motorist on Wrong Side of Road,,,Unknown,,,,
"11/3/2020
6:30:00 PM",,EA77978,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/3/2020
7:40:00 PM",,EA79025,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/3/2020
7:40:00 PM",,EA79025,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Unknown,,,,
"11/3/2020
7:48:00 PM",,EA77564,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Driveway
Straight & Level
Concrete
Dry",Unknown Distraction,,,Unknown,,,,
"11/3/2020
8:18:00 PM",,EA77900,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Curve & Level
Blacktop
Sand/Mud/Dirt",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/3/2020
8:55:00 PM",,EA77609,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/3/2020
8:55:00 PM",,EA77609,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Concrete
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/3/2020
10:57:00 PM",,EA78631,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry","Under Influence of Alcohol, Did Not Grant RW to Vehicle",,,Yes,,,,
"11/3/2020
10:57:00 PM",,EA78631,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/4/2020
1:58:00 AM",,EA80900,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Dark-Street Lights On",,"Interchange Ramp
Curve & Level
Blacktop
Sand/Mud/Dirt",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/4/2020
6:10:00 AM",,EA77750,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Dark-Street Lights On",,"Two Way - Undivided
Curve & Level
Blacktop
Sand/Mud/Dirt",Unknown Distraction,,,Unknown,,,,
"11/4/2020
6:10:00 AM",,EA77750,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Dark-Street Lights On",,"Two Way - Undivided
Curve & Level
Blacktop
Sand/Mud/Dirt",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/4/2020
6:52:00 AM",,EA82394,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Dawn",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",None,,,Yes,,,,
"11/4/2020
6:52:00 AM",,EA82394,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Dawn",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",Improper Turn/Merge,,,Yes,,,,
"11/4/2020
9:10:00 AM",,EA77740,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Other
Straight & Level
Blacktop
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/4/2020
9:10:00 AM",,EA77740,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Other
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/4/2020
2:50:00 PM",,EA79259,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/4/2020
2:50:00 PM",,EA79259,Pierce,,Tacoma,,,,County Sheriff,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/4/2020
3:33:00 PM",,EA78052,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
