"Date
Time",,"Report
Number",County,,City,,,,Agency,,"Weather
Lighting",,Roadway,"Contributing
Circumstances",,"Injury
Severity",Citation,,Sobriety,,
"11/27/2021
3:48:00 PM",,EB94753,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/27/2021
3:48:00 PM",,EB94753,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",Disregard Traffic Sign and Signals,,,Unknown,,,,
"11/27/2021
5:32:00 PM",,EB94807,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Curve & Level
Blacktop
Sand/Mud/Dirt",Unknown Distraction,,,Unknown,,,,
"11/27/2021
5:32:00 PM",,EB94807,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Curve & Level
Blacktop
Sand/Mud/Dirt",Other Distractions,,,Unknown,,,,
"11/27/2021
5:43:00 PM",,EB95137,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
5:43:00 PM",,EB95137,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/27/2021
5:55:00 PM",,EB94452,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",Unknown Distraction,,,Unknown,,,,
"11/27/2021
5:55:00 PM",,EB94452,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/27/2021
6:00:00 PM",,EB94639,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/27/2021
6:35:00 PM",,EB94451,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant R/W to Non Motorist,,,Yes,,,,
"11/27/2021
7:09:00 PM",,EB94448,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/27/2021
7:09:00 PM",,EB94448,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
7:38:00 PM",,EB94484,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/27/2021
7:38:00 PM",,EB94484,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
8:25:00 PM",,EC02213,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"One Way
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
8:25:00 PM",,EB96848,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
8:25:00 PM",,EC02213,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"One Way
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Unknown,,,,
"11/27/2021
8:25:00 PM",,EB96848,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/27/2021
8:53:00 PM",,EB97974,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight at Hillcrest
Blacktop
Snow/Slush",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/27/2021
8:53:00 PM",,EB97974,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight at Hillcrest
Blacktop
Snow/Slush",None,,,Unknown,,,,
"11/27/2021
9:05:00 PM",,EB94530,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
9:05:00 PM",,EB97183,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Dark-Street Lights On",,"Interchange Ramp
Curve & Grade
Blacktop
Oil",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/27/2021
9:08:00 PM",,EB94638,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Curve & Level
Blacktop
Sand/Mud/Dirt",Unknown Distraction,,,Unknown,,,,
"11/27/2021
9:08:00 PM",,EB94673,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/27/2021
9:08:00 PM",,EB94673,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/27/2021
10:35:00 PM",,EB94531,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/27/2021
10:35:00 PM",,EB94531,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Level
Concrete
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/27/2021
11:00:00 PM",,EB94529,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Other
Straight & Grade
Wet",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/27/2021
11:00:00 PM",,EB94529,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Other
Straight & Grade
Concrete
Wet",Unknown Distraction,,,Unknown,,,,
"11/27/2021
11:16:00 PM",,EB99261,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"One Way
Curve & Level
Blacktop
Sand/Mud/Dirt",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/28/2021
1:21:00 AM",,EB94740,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Other
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/28/2021
3:58:00 AM",,EB94752,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",Did Not Grant R/W to Non Motorist,,,Unknown,,,,
"11/28/2021
4:11:00 AM",,EB94651,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Driveway
Straight & Level
Blacktop
Dry","Unknown Distraction, Improper Backing",,,Unknown,,,,
"11/28/2021
4:11:00 AM",,EB94651,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Driveway
Straight & Level
Dry",None,,,Unknown,,,,
"11/28/2021
5:45:00 AM",,EB94672,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Dark-Street Lights On",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",Under Influence of Alcohol,,,Unknown,,,,
"11/28/2021
8:11:00 AM",,EB94654,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Curve & Level
Concrete
Sand/Mud/Dirt",Unknown Distraction,,,Unknown,,,,
"11/28/2021
8:11:00 AM",,EB94654,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Curve & Level
Concrete
Sand/Mud/Dirt",None,,,Unknown,,,,
"11/28/2021
10:13:00 AM",,EB94655,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
10:13:00 AM",,EB94655,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Other Contributing Circ Not Listed,,,Yes,,,,
"11/28/2021
11:08:00 AM",,EB94748,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/28/2021
11:08:00 AM",,EB94748,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",Unknown Distraction,,,Unknown,,,,
"11/28/2021
11:14:00 AM",,EB94713,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
11:14:00 AM",,EB94713,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/28/2021
12:53:00 PM",,EC01121,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Follow Too Closely,,,Yes,,,,
"11/28/2021
12:53:00 PM",,EC01121,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
1:13:00 PM",,EB94688,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
1:30:00 PM",,EB95040,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
1:40:00 PM",,EB94711,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Yes,,,,
"11/28/2021
1:40:00 PM",,EB94711,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Improper Turn/Merge,,,Yes,,,,
"11/28/2021
1:47:00 PM",,EB94793,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
1:47:00 PM",,EB94793,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/28/2021
2:19:00 PM",,EC01122,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Interchange Ramp
Curve & Grade
Blacktop
Oil",Improper Turn/Merge,,,Unknown,,,,
"11/28/2021
2:19:00 PM",,EC01122,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Interchange Ramp
Curve & Grade
Blacktop
Oil",Follow Too Closely,,,Unknown,,,,
"11/28/2021
2:37:00 PM",,EB94797,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Yes,,,,
"11/28/2021
2:37:00 PM",,EB94797,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
2:49:00 PM",,EC01123,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/28/2021
2:49:00 PM",,EC01123,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
4:45:00 PM",,EB97135,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/28/2021
4:45:00 PM",,EB97135,Pierce,,Tacoma,,,,State Patrol,,"Raining
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/28/2021
5:18:00 PM",,EB94830,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/28/2021
5:18:00 PM",,EB94830,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/28/2021
5:22:00 PM",,EB96839,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dusk",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/28/2021
5:22:00 PM",,EB96839,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dusk",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/28/2021
5:49:00 PM",,EB97973,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Interchange Ramp
Curve at Hillcrest
Blacktop
Standing Water",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/28/2021
5:49:00 PM",,EB96840,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Interchange Ramp
Curve & Grade
Concrete
Oil",Follow Too Closely,,,Yes,,,,
"11/28/2021
5:49:00 PM",,EB96840,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Interchange Ramp
Curve & Grade
Blacktop
Oil",None,,,Unknown,,,,
"11/28/2021
5:59:00 PM",,EB94747,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Under Influence of Alcohol,,,Unknown,,,,
"11/28/2021
6:15:00 PM",,EB94769,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Concrete
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/28/2021
6:15:00 PM",,EB94769,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/28/2021
6:15:00 PM",,EB94769,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/28/2021
6:29:00 PM",,EB94767,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Other
Straight & Level
Concrete
Dry",Unknown Distraction,,,Unknown,,,,
"11/28/2021
6:29:00 PM",,EB94767,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Other
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/28/2021
7:55:00 PM",,EB96788,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights Off",,"One Way
Curve & Grade
Blacktop
Oil",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/28/2021
10:30:00 PM",,EB95240,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-No Street Lights",,"Two Way - Undivided
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/28/2021
10:30:00 PM",,EB95240,Pierce,,Tacoma,,,,County Sheriff,,"Raining
Dark-No Street Lights",,"Two Way - Undivided
Straight & Level
Gravel
Dry",Unknown Distraction,,,Unknown,,,,
"11/28/2021
10:56:00 PM",,EB97971,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Interchange Ramp
Curve at Hillcrest
Blacktop
Standing Water",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/29/2021
12:26:00 AM",,EB97136,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/29/2021
12:26:00 AM",,EB97136,Pierce,,Tacoma,,,,State Patrol,,"Raining
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/29/2021
5:19:00 AM",,EC01124,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark - Unknown Lighting",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Exceeding Reas. Safe Speed,,,Yes,,,,
"11/29/2021
5:19:00 AM",,EC01124,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark - Unknown Lighting",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
6:30:00 AM",,EB95935,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
7:03:00 AM",,EB95111,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Interchange Ramp
Curve & Level
Blacktop
Sand/Mud/Dirt",Follow Too Closely,,,Yes,,,,
"11/29/2021
7:03:00 AM",,EB95111,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Interchange Ramp
Curve & Level
Blacktop
Sand/Mud/Dirt",None,,,Unknown,,,,
"11/29/2021
7:38:00 AM",,EC02109,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",Improper Turn/Merge,,,Yes,,,,
"11/29/2021
7:38:00 AM",,EC02109,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/29/2021
9:10:00 AM",,EB98896,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Improper Turn/Merge,,,Yes,,,,
"11/29/2021
9:10:00 AM",,EB98896,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
9:30:00 AM",,EB95131,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/29/2021
10:12:00 AM",,EC01125,Pierce,,Tacoma,,,,State Patrol,,"Clear
Daylight",,"Interchange Ramp
Straight & Grade
Blacktop
Wet",None,,,Yes,,,,
"11/29/2021
10:12:00 AM",,EC01125,Pierce,,Tacoma,,,,State Patrol,,"Clear
Daylight",,"Interchange Ramp
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/29/2021
10:46:00 AM",,EB95125,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",Unknown Distraction,,,Unknown,,,,
"11/29/2021
10:46:00 AM",,EB95125,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/29/2021
12:41:00 PM",,EB95113,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/29/2021
12:41:00 PM",,EB95113,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
2:03:00 PM",,EB96724,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Improper Passing,,,Yes,,,,
"11/29/2021
2:03:00 PM",,EB96724,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
2:14:00 PM",,EB95128,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Driveway
Straight & Level
Blacktop
Dry",Improper Backing,,,Unknown,,,,
"11/29/2021
2:28:00 PM",,EB95187,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Straight & Level
Concrete
Dry",None,,,Yes,,,,
"11/29/2021
2:28:00 PM",,EB95187,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Daylight",,"Two Way - Undivided
Straight & Level
Dry",Other Contributing Circ Not Listed,,,Unknown,,,,
"11/29/2021
3:00:00 PM",,EB95189,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Interchange Ramp
Straight & Grade
Blacktop
Wet",None,,,Unknown,,,,
"11/29/2021
3:00:00 PM",,EB95189,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Interchange Ramp
Straight & Grade
Blacktop
Wet",Follow Too Closely,,,Unknown,,,,
"11/29/2021
4:00:00 PM",,EB95535,Pierce,,Tacoma,,,,County Sheriff,,"Overcast
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
4:00:00 PM",,EB95535,Pierce,,Tacoma,,,,County Sheriff,,"Overcast
Daylight",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/29/2021
4:00:00 PM",,EC01770,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
4:00:00 PM",,EC01770,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Daylight",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Yes,,,,
"11/29/2021
4:10:00 PM",,EB95421,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
4:10:00 PM",,EB95421,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Daylight",,"Two Way - Undivided
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/29/2021
4:17:00 PM",,EB95127,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dusk",,"Center-Two Way Left Turn Lane
Straight & Level
Blacktop
Dry",Did Not Grant RW to Vehicle,,,Yes,,,,
"11/29/2021
4:17:00 PM",,EB95127,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dusk",,"Center-Two Way Left Turn Lane
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
5:14:00 PM",,EB95185,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dusk",,"Other
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/29/2021
5:14:00 PM",,EB95185,Pierce,,Tacoma,,,,Municipal/City Police,,"Clear
Dusk",,"Other
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
5:15:00 PM",,EB96867,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry","Improper Turn/Merge, Improper Signal",,,Unknown,,,,
"11/29/2021
5:15:00 PM",,EB96867,Pierce,,Tacoma,,,,State Patrol,,"Overcast
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
7:37:00 PM",,EB95188,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Center-Two Way Left Turn Lane
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/29/2021
7:37:00 PM",,EB95188,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Center-Two Way Left Turn Lane
Straight & Level
Concrete
Dry",Did Not Grant RW to Vehicle,,,Unknown,,,,
"11/29/2021
8:45:00 PM",,EB97975,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
8:45:00 PM",,EB97975,Pierce,,Tacoma,,,,State Patrol,,"Clear
Dark-Street Lights On",,"Two Way - Divided, with Barrier
Straight & Level
Blacktop
Dry",Improper Turn/Merge,,,Yes,,,,
"11/29/2021
9:09:00 PM",,EB95897,Pierce,,Tacoma,,,,Municipal/City Police,,"Unknown
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/29/2021
9:09:00 PM",,EB95897,Pierce,,Tacoma,,,,Municipal/City Police,,"Unknown
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/29/2021
9:23:00 PM",,EB95242,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Other
Straight & Level
Concrete
Dry",Under Influence of Drugs,,,Unknown,,,,
"11/29/2021
9:23:00 PM",,EB95242,Pierce,,Tacoma,,,,Municipal/City Police,,"Partly Cloudy
Dark-Street Lights On",,"Other
Straight & Level
Concrete
Dry",None,,,Unknown,,,,
"11/29/2021
10:13:00 PM",,EB95612,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dark-Street Lights On",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/30/2021
7:09:00 AM",,EB95411,Pierce,,Tacoma,,,,Municipal/City Police,,"Raining
Dawn",,"Two Way - Divided, no Barrier
Straight & Level
Blacktop
Dry",Unknown Distraction,,,Unknown,,,,
"11/30/2021
7:35:00 AM",,EB97734,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Center-Two Way Left Turn Lane
Straight & Level
Blacktop
Dry",None,,,Unknown,,,,
"11/30/2021
7:35:00 AM",,EB97734,Pierce,,Tacoma,,,,Municipal/City Police,,"Overcast
Daylight",,"Center-Two Way Left Turn Lane
Straight & Level
Blacktop
Dry",Disregard Traffic Sign and Signals,,,Unknown,,,,
